# Rime user dictionary
#@/db_name	rime_mint
#@/db_type	userdb
#@/rime_version	1.11.2
#@/tick	1283
#@/user_id	945c0063-a64b-43b4-94e6-372738e7012b
a 	阿	c=1 d=1 t=829
ya 	呀	c=0 d=0.1 t=579
yang 	羊	c=12 d=2.07036 t=1283
yang xie zi 	羊蝎子	c=5 d=3.20107 t=984
yang yang 	羊羊	c=1 d=1 t=1083
yao bei 	要被	c=1 d=1 t=975
yao bu yao 	要不要	c=1 d=1 t=873
yao mai 	要买	c=1 d=0.394554 t=1283
yao xiao xin 	要小心	c=0 d=0.0251579 t=1283
ye 	也	c=1 d=1 t=640
ye bu shi bu xing 	也不是不行	c=1 d=0.499074 t=1283
ye ke yi 	也可以	c=4 d=3.27619 t=791
ye sheng 	野生	c=3 d=0.718967 t=1283
yi ban 	一般	c=1 d=1 t=1014
yi ban ban 	一般般	c=1 d=1 t=410
yi dian 	一点	c=1 d=1 t=1280
yi dong 	移动	c=2 d=0.618391 t=1283
yi fu 	衣服	c=2 d=1.18919 t=876
yi ge 	一个	c=1 d=0.390628 t=1283
yi ge ren 	一个人	c=1 d=0.272532 t=1283
yi ge xiao shi 	一个小时	c=1 d=1 t=702
yi jing 	已经	c=1 d=1 t=699
yi lai ke si 	伊莱克斯	c=1 d=1 t=443
yi qi 	一起	c=2 d=0.686232 t=1283
yi qi chi 	一起吃	c=1 d=1 t=983
yi qi qu 	一起去	c=1 d=0.839457 t=1283
yi xia 	一下	c=2 d=0.529935 t=1283
ying gai 	应该	c=2 d=0.919109 t=1283
ying gai bu hui 	应该不会	c=1 d=0.878095 t=1283
ying hua dong man 	樱花动漫	c=1 d=1 t=683
ying wen 	英文	c=1 d=1 t=766
you 	右	c=2 d=0.938088 t=1283
you 	有	c=6 d=1.19118 t=1283
you jian 	右键	c=1 d=1 t=1044
you le 	有了	c=0 d=0.1 t=892
you mei you 	有没有	c=1 d=1 t=819
yu dao de 	遇到的	c=1 d=1 t=1111
yu pei 	玉佩	c=1 d=1 t=478
yu yu 	玉玉	c=1 d=1 t=492
yu zhuo zi 	玉镯子	c=1 d=1 t=489
yuan 	元	c=2 d=0.409916 t=1283
yue fen 	月份	c=1 d=1 t=594
yue ye 	月夜	c=2 d=1.13199 t=825
yun dong 	运动	c=0 d=0.0509156 t=1283
zai 	在	c=6 d=1.61795 t=1283
zai chong dian 	在充电	c=1 d=1 t=1195
zai shui 	再睡	c=1 d=1 t=434
zai xiang 	在想	c=1 d=1 t=872
zao shang 	早上	c=1 d=0.169483 t=1283
zen me 	怎么	c=12 d=2.9987 t=1283
zen me ba 	怎么把	c=1 d=1 t=1041
zen me fei shi 	怎么肥事	c=1 d=0.172907 t=1283
zen me geng xin 	怎么更新	c=1 d=1 t=1168
zen me jie jue 	怎么解决	c=2 d=1.06266 t=1049
zen me shan chu 	怎么删除	c=1 d=0.316637 t=1283
zen me xie 	怎么写	c=1 d=1 t=1259
zen me yang la 	怎么样啦	c=4 d=1.19606 t=1192
zen me yong 	怎么用	c=2 d=1.95123 t=1194
zen men ban 	怎们办	c=1 d=1 t=1171
zhan 	占	c=1 d=1 t=1239
zhan 	站	c=1 d=1 t=1142
zhan di 	战地	c=1 d=1 t=748
zhao pian 	照片	c=2 d=1.98511 t=1238
zhe ge 	这个	c=2 d=0.752014 t=1283
zhe ge shi 	这个是	c=1 d=1 t=896
zhe ge you le 	这个有了	c=1 d=1 t=893
zhe liang nian 	这两年	c=1 d=0.565525 t=1283
zhe me kuai 	这么快	c=1 d=0.22091 t=1283
zhe shi 	这是	c=1 d=1 t=1145
zhe zhong 	这种	c=1 d=1 t=783
zhe zhong shi qing 	这种事情	c=0 d=0.0946485 t=1283
zhe zhong shi qing bu yao a 	这种事情不要啊	c=1 d=0.951229 t=1283
zhen lv 	帧率	c=1 d=1 t=736
zheng shu 	证书	c=10 d=3.50748 t=1199
zhi dao 	知道	c=1 d=0.15259 t=1283
zhi dao ya 	知道呀	c=1 d=1 t=429
zhi qian 	之前	c=2 d=1.7432 t=1283
zhi zhen 	指针	c=3 d=2.98506 t=848
zhong 	中	c=3 d=2.55322 t=673
zhong de 	中的	c=1 d=1 t=595
zhong wen 	中文	c=6 d=0.366036 t=1283
zhong ying wen 	中英文	c=1 d=0.416862 t=1283
zhu 	朱	c=1 d=1 t=1025
zhu 	猪	c=2 d=0.99005 t=1283
zhu yi 	注意	c=0 d=0.0256661 t=1283
zhu yi dian 	注意点	c=1 d=0.263158 t=1283
zhuang bei 	装备	c=1 d=1 t=1117
zhun bei 	准备	c=6 d=1.90773 t=1000
zhun bei qu 	准备去	c=1 d=1 t=485
zhuo 	捉	c=1 d=1 t=634
zi dong 	自动	c=1 d=1 t=562
zi ji 	自己	c=2 d=0.965358 t=1283
zi xun 	咨询	c=1 d=0.618783 t=1283
zi yan bai wei 	紫燕百味	c=0 d=0.1 t=694
zi yan bai wei kun 	紫燕百味坤	c=2 d=1.93707 t=708
zong 	总	c=0 d=0.01764 t=1283
zong mo fei si 	总墨菲斯	c=9 d=1.38761 t=1283
zui hou 	最后	c=1 d=0.38868 t=1283
zuo 	左	c=1 d=0.375311 t=1283
zuo fan 	做饭	c=0 d=0.0143704 t=1283
zuo fan fan 	做饭饭	c=1 d=0.144424 t=1283
zuo tian 	昨天	c=2 d=1.07966 t=937
